Transaction Date,Posted Date,Card No.,Description,Category,Debit,Credit
2025-05-27,2025-05-28,2188,AMAZON PRIME*NN2OM7T71,Other Services,7.81,
2025-05-27,2025-05-27,2188,Spectrum Mobile,Phone/Cable,42.00,
2025-05-26,2025-05-26,2188,Microsoft*Xbox Game Pa,Entertainment,9.99,
2025-05-24,2025-05-26,2188,Microsoft*14 Day Trial,Entertainment,11.99,
2025-05-20,2025-05-20,2188,CAPITAL ONE AUTOPAY PYMT,Payment/Credit,,4583.85
2025-05-18,2025-05-19,2188,WALMART.COM,Merchandise,58.24,
2025-05-18,2025-05-19,2188,WALMART.COM,Merchandise,54.52,
2025-05-13,2025-05-14,2188,DIERBERGS MARKET PLA,Merchandise,46.54,
2025-05-12,2025-05-14,2188,PLAID TECHNOLOGIES INC,Internet,0.60,
2025-05-11,2025-05-12,2188,4UP*LANDINGS GOLF,Entertainment,99.00,
2025-05-11,2025-05-12,2188,4UP*LANDINGS GOLF,Entertainment,80.00,
2025-05-10,2025-05-12,2188,MCDONALD'S F7678,Dining,8.36,
2025-05-10,2025-05-12,2188,CHILI'S KIRKWOOD #1729,Dining,43.75,
2025-05-08,2025-05-09,2188,DIERBERGS MARKET PLA,Merchandise,47.87,
2025-05-06,2025-05-07,2188,MCDONALD'S F7678,Dining,8.36,
2025-05-06,2025-05-07,2188,DIERBERGS MARKET PLA,Merchandise,50.31,
2025-05-06,2025-05-07,2188,DIERBERGS MARKET PLA,Merchandise,27.16,
2025-05-06,2025-05-07,2188,AMAZON MARK* NB3A22KM0,Merchandise,31.26,
2025-05-05,2025-05-07,2188,MO S&T ATHLETICS,Other,100.00,
2025-05-05,2025-05-06,2188,EXXON THREE SEVENS INC,Gas/Automotive,32.13,
2025-05-05,2025-05-06,2188,CHIPOTLE ONLINE,Dining,24.09,
2025-05-05,2025-05-06,2188,4UP*LANDINGS GOLF,Entertainment,72.01,
2025-05-04,2025-05-06,2188,ESPINOS MEXICAN BAR AN,Dining,34.19,
2025-05-04,2025-05-05,2188,MCDONALD'S F7678,Dining,33.65,
2025-05-04,2025-05-05,2188,OPENAI *CHATGPT SUBSCR,Merchandise,20.00,
2025-05-03,2025-05-05,2188,CHIPOTLE 0918,Dining,24.09,
2025-05-03,2025-05-05,2188,MCDONALD'S F7678,Dining,15.96,
2025-05-03,2025-05-05,2188,BP#2169500ELLISVILLQPS,Gas/Automotive,12.18,
2025-05-03,2025-05-05,2188,SQ *X-GOLF ELLISVILLE,Entertainment,292.93,
2025-05-03,2025-05-05,2188,WMT PLUS 2025,Other Services,98.00,
2025-05-02,2025-05-03,2188,DIERBERGS MARKET PLA,Merchandise,43.43,
2025-05-01,2025-05-03,2188,HUCK'S FOOD & FUEL S,Gas/Automotive,5.80,
2025-05-02,2025-05-03,2188,MCALISTER'S # 1320,Dining,13.56,
2025-05-01,2025-05-02,2188,GOLFBACK  LLC,Entertainment,4.00,
2025-05-01,2025-05-02,2188,HILTON GARDEN INN OF H,Lodging,495.55,
2025-05-01,2025-05-02,2188,LOVE'S #0488 INSIDE,Gas/Automotive,1.69,
2025-05-01,2025-05-02,2188,4038 JNN HUNTSVILLE,Dining,25.88,
2025-05-01,2025-05-02,2188,LOVE'S #0346 INSIDE,Gas/Automotive,6.59,
2025-05-01,2025-05-02,2188,GOOGLE *CLOUD RLQ44X,Internet,0.69,

